laneInd;pointInd;x;y;z;isStopLine;arrayJunctionId;arrayTrafficLight;arrayTrafficSign
1;0;11.3128478066257;-31.9509792521353;0;0;-1;-1;-1
1;1;10.1489768914471;-30.7632395901519;0;0;-1;-1;-1
1;2;9.22311037448945;-29.6281931560796;0;0;-1;-1;-1
1;3;8.44992022320142;-28.291904537299;0;0;-1;-1;-1
1;4;7.95871093083554;-26.4348956949864;0;0;-1;-1;-1
1;5;7.94206255682028;-24.5786245642797;0;0;-1;-1;-1
1;6;8.21897072557087;-22.9176746315221;0;0;-1;-1;-1
1;7;8.85343197834272;-20.6877060695243;0;0;-1;-1;-1
1;8;11.2455807726314;-14.2155156315173;0;0;-1;-1;-1
1;9;14.1766623933227;-6.86608146730344;0;0;-1;-1;-1
1;10;16.9879451277793;0.124752317422916;0;0;28;-1;-1
1;11;19.6851387351189;6.8994653378622;0;0;-1;-1;-1
1;12;22.2174955329199;13.4065982062134;0;0;-1;-1;-1
1;13;24.8620125436519;20.3826263134895;0;0;-1;-1;-1
1;14;27.5771751541574;27.7450711129622;0;0;-1;-1;-1
1;15;30.0479748186414;34.6319898365266;0;0;-1;-1;-1
1;16;32.4849797660988;41.6235387007587;0;0;-1;-1;-1
1;17;34.8341225097261;48.5863456847186;0;0;-1;-1;-1
1;18;37.2893814177036;55.9519475414021;0;0;-1;-1;-1
1;19;39.2900690518405;60.8591465107703;0;0;-1;-1;-1
1;20;40.8222028851086;63.2246132596862;0;1;3;-1;-1
1;21;42.6972236015086;65.0698552247174;0;0;-1;-1;-1
1;22;45.1409737977311;66.4792943052056;0;0;-1;-1;-1
1;23;47.7302504134973;67.2476682055188;0;0;-1;-1;-1
1;24;51.1792019411448;67.5631404885347;0;0;-1;-1;-1
1;25;55.162484202332;67.3728603917625;0;0;-1;-1;-1
1;26;57.9200707757655;67.1282533341546;0;0;-1;-1;-1
1;27;60.5097595075337;66.9787517406262;0;0;-1;-1;-1
1;28;63.1660192138711;67.052295067328;0;0;-1;-1;-1
1;29;65.8730565953051;67.5024874712738;0;0;-1;-1;-1
1;30;68.229294524216;68.3749066650728;0;0;-1;-1;-1
1;31;69.8817917440105;69.3683242587891;0;0;-1;-1;-1
1;32;71.7928528023714;70.9787298059173;0;0;-1;-1;-1
1;33;73.3221205154633;72.6663400813524;0;0;-1;-1;-1
1;34;74.9704620762906;74.8265511327049;0;0;-1;-1;-1
1;35;76.8289654688351;77.4994376736438;0;0;-1;-1;-1
1;36;79.3238631601092;81.1746859419513;0;0;-1;-1;-1
1;37;81.6110296246619;84.7093480319057;0;0;-1;-1;-1
1;38;85.7959741610018;92.4689107151375;0;0;-1;-1;-1
1;39;86.7941293188521;94.9213854412908;0;0;-1;-1;-1
1;40;87.6363652160969;97.4070760708247;0;0;-1;-1;-1
1;41;88.5674134222276;100.903998817259;0;0;-1;-1;-1
1;42;89.3937189034658;105.088541833695;0;0;-1;-1;-1
1;43;90.2501483733048;111.295959276108;0;0;-1;-1;-1
1;44;91.0176736626434;118.571072079207;0;0;-1;-1;-1
1;45;91.7818950600169;126.291331182606;0;0;-1;-1;-1
1;46;92.5205670437315;133.743116988397;0;0;-1;-1;-1
1;47;93.2375225103997;140.84091693088;0;0;-1;-1;-1
1;48;94.0763682895762;148.839097729171;0;0;-1;-1;-1
1;49;94.9611931914115;156.906623358903;0;0;-1;-1;-1
1;50;95.6246553829477;162.694740273387;0;0;-1;-1;-1
1;51;96.5962801080005;170.783404282751;0;0;-1;-1;-1
1;52;97.5354726345028;178.214362933569;0;0;-1;-1;-1
1;53;98.4788778187607;185.339695618285;0;0;-1;-1;-1
1;54;99.842444357089;196.163237245751;0;0;-1;-1;-1
1;55;100.223787605994;203.876567622325;0;0;-1;-1;-1
1;56;100.072599654249;206.312603782654;0;0;-1;-1;-1
1;57;99.7118778173232;208.783900795871;0;0;-1;-1;-1
1;58;99.1513236815172;211.0857416167;0;0;-1;-1;-1
1;59;98.2323595381676;213.614024041062;0;0;-1;-1;-1
1;60;96.7829440336312;216.544238787424;0;0;-1;-1;-1
1;61;91.5565876076025;224.036704249823;0;0;-1;-1;-1
1;62;86.4172313590714;230.321250608788;0;0;-1;-1;-1
1;63;81.5997659854334;235.981979907952;0;0;-1;-1;-1
1;64;76.8193989298055;241.554657869728;0;0;-1;-1;-1
1;65;72.476160865785;246.672698887686;0;0;-1;-1;-1
1;66;67.4711848998458;252.737199481786;0;0;-1;-1;-1
1;67;62.9829416790775;258.343320726802;0;0;-1;-1;-1
1;68;58.2911572882914;263.973422771513;0;0;-1;-1;-1
1;69;54.1361475147143;268.297127321519;0;0;-1;-1;-1
1;70;50.1081041605634;271.380871759406;0;0;-1;-1;-1
1;71;46.5229592048569;273.195601906945;0;0;-1;-1;-1
1;72;41.9595651434287;274.672560893045;0;0;-1;-1;-1
1;73;34.8442226491408;275.931281052919;0;0;-1;-1;-1
1;74;27.3273085003327;276.705705817314;0;0;-1;-1;-1
1;75;19.5249675437813;277.403891220037;0;0;-1;-1;-1
1;76;12.5320872075929;278.018267505497;0;0;-1;-1;-1
1;77;4.7743791858042;278.706046905684;0;0;-1;-1;-1
1;78;-2.30003572928964;279.350828962698;0;0;-1;-1;-1
1;79;-9.62573071914106;280.043094432481;0;0;-1;-1;-1
1;80;-16.3168398629148;280.697470226496;0;0;-1;-1;-1
1;81;-30.955830434475;282.185851071338;0;0;-1;-1;-1
1;82;-39.1066817310295;283.037799977838;0;0;-1;-1;-1
1;83;-46.0797751337705;283.772492649658;0;0;-1;-1;-1
1;84;-53.7876997274107;284.584466234333;0;0;-1;-1;-1
1;85;-61.2481640850498;285.370999950686;0;0;-1;-1;-1
1;86;-68.2247471115418;286.109752994145;0;0;-1;-1;-1
1;87;-75.373270993676;286.874017110395;0;0;-1;-1;-1
