laneInd;pointInd;x;y;z;isStopLine;arrayJunctionId;arrayTrafficLight;arrayTrafficSign
1;0;11.4952454036451;-31.5949861109071;0;0;-1;-1;-1
1;1;10.1005409226612;-30.8309531605186;0;0;-1;-1;-1
1;2;8.92044573659804;-29.8050091679454;0;0;-1;-1;-1
1;3;8.05237463216828;-28.3361482153798;0;0;-1;-1;-1
1;4;7.6375054906015;-26.3850701151172;0;0;-1;-1;-1
1;5;7.92968302184539;-24.5743527964905;0;0;-1;-1;-1
1;6;8.46155748408348;-23.0031575845211;0;0;-1;-1;-1
1;7;9.24334696319899;-20.8318157175224;0;0;-1;-1;-1
1;8;11.618858384733;-14.3592937942021;0;0;-1;-1;-1
1;9;13.3828436504746;-10.0840738545833;0;0;-1;-1;-1
1;10;15.191940222904;-5.76541489221126;0;0;28;-1;-1
1;11;18.7229381761694;2.64944616688631;0;0;-1;-1;-1
1;12;20.2438045093056;6.74943273500528;0;0;-1;-1;-1
1;13;22.6402212975618;13.2563522476162;0;0;-1;-1;-1
1;14;25.1890851228467;20.2597160045296;0;0;-1;-1;-1
1;15;27.880931302926;27.6364369483722;0;0;-1;-1;-1
1;16;30.3607718050162;34.5184109159087;0;0;-1;-1;-1
1;17;32.8178310068842;41.5063879901779;0;0;-1;-1;-1
1;18;35.2135967725052;48.4598574090237;0;0;-1;-1;-1
1;19;37.6660781823407;55.8174129826004;0;0;-1;-1;-1
1;20;39.4434601741192;60.793525627511;0;1;3;-1;-1
1;21;40.7297628895756;63.30318725589;0;0;-1;-1;-1
1;22;42.5274500510217;65.4320387991035;0;0;-1;-1;-1
1;23;45.0439769575457;66.8309659145162;0;0;-1;-1;-1
1;24;47.72787326122;67.3669651902411;0;0;-1;-1;-1
1;25;51.1782106448837;67.635755519977;0;0;-1;-1;-1
1;26;55.1664505268529;67.6901663540154;0;0;-1;-1;-1
1;27;57.9554748132989;67.4557406812438;0;0;-1;-1;-1
1;28;60.5413696426924;67.1763150854078;0;0;-1;-1;-1
1;29;63.1744924244401;66.9545323012649;0;0;-1;-1;-1
1;30;66.0155648152167;67.0899636767884;0;0;-1;-1;-1
1;31;68.5727162568368;67.8829091919454;0;0;-1;-1;-1
1;32;70.106902383969;69.1923286675414;0;0;-1;-1;-1
1;33;71.7706684094982;70.9956943416436;0;0;-1;-1;-1
1;34;73.1017045069;72.8123079662084;0;0;-1;-1;-1
1;35;74.6420495132581;75.054904342541;0;0;-1;-1;-1
1;36;76.4757562027198;77.7408773325619;0;0;-1;-1;-1
1;37;78.9677052021418;81.4151781843414;0;0;-1;-1;-1
1;38;81.2936164713244;84.9090943509422;0;0;-1;-1;-1
1;39;86.2497968319718;92.3658409329352;0;0;-1;-1;-1
1;40;87.2022596341591;94.3469166686221;0;0;-1;-1;-1
1;41;88.0253072259102;96.6345012462221;0;0;-1;-1;-1
1;42;88.4759769882345;98.8313676595257;0;0;-1;-1;-1
1;43;88.7115233165761;100.889312458598;0;0;-1;-1;-1
1;44;89.1520262961884;105.115745330615;0;0;-1;-1;-1
1;45;89.8144965711158;111.341932581872;0;0;-1;-1;-1
1;46;90.6189454241486;118.624563312455;0;0;-1;-1;-1
1;47;91.4974596700001;126.323640785445;0;0;-1;-1;-1
1;48;92.3420726229432;133.762221888125;0;0;-1;-1;-1
1;49;93.144555935679;140.85066257366;0;0;-1;-1;-1
1;50;94.031536901532;148.844063802641;0;0;-1;-1;-1
1;51;94.8751398848029;156.915604848857;0;0;-1;-1;-1
1;52;95.4877847562889;162.709505768038;0;0;-1;-1;-1
1;53;96.3533683935722;170.810227327747;0;0;-1;-1;-1
1;54;97.1997717507959;178.251626511115;0;0;-1;-1;-1
1;55;98.0502433114322;185.393702336282;0;0;-1;-1;-1
1;56;99.3483651764686;196.212543530065;0;0;-1;-1;-1
1;57;100.210162138245;203.877278260945;0;0;-1;-1;-1
1;58;100.226008016253;206.318908235887;0;0;-1;-1;-1
1;59;100.076193617292;208.863099882809;0;0;-1;-1;-1
1;60;99.5159961169435;211.25010102422;0;0;-1;-1;-1
1;61;98.4546244564706;213.756501552794;0;0;-1;-1;-1
1;62;96.6569540002836;216.446994052946;0;0;-1;-1;-1
1;63;91.2465849828005;223.783922975565;0;0;-1;-1;-1
1;64;86.0938461108097;230.045186266047;0;0;-1;-1;-1
1;65;81.261482918829;235.697846447265;0;0;-1;-1;-1
1;66;76.492671486777;241.278183435831;0;0;-1;-1;-1
1;67;72.1642286891528;246.409505466082;0;0;-1;-1;-1
1;68;67.1139612313378;252.454326234296;0;0;-1;-1;-1
1;69;62.5814432900884;258.005216820279;0;0;-1;-1;-1
1;70;57.9749912674183;263.728394105343;0;0;-1;-1;-1
1;71;54.2747551616415;268.454853264575;0;0;-1;-1;-1
1;72;50.3647614861273;271.923206542759;0;0;-1;-1;-1
1;73;46.5850078078419;273.493779915749;0;0;-1;-1;-1
1;74;41.9433070886366;274.539295019195;0;0;-1;-1;-1
1;75;34.8032275400682;275.533387347224;0;0;-1;-1;-1
1;76;27.2916517199065;276.307298244583;0;0;-1;-1;-1
1;77;19.488916420278;276.993809690198;0;0;-1;-1;-1
1;78;12.4879514762267;277.587325391776;0;0;-1;-1;-1
1;79;4.72888503332882;278.295030769529;0;0;-1;-1;-1
1;80;-2.330442876441;279.044505109904;0;0;-1;-1;-1
1;81;-9.6466821508691;279.861366337036;0;0;-1;-1;-1
1;82;-16.3244713613169;280.636645337843;0;0;-1;-1;-1
1;83;-30.9418593355918;282.342637847678;0;0;-1;-1;-1
1;84;-39.0914166473422;283.189863696106;0;0;-1;-1;-1
1;85;-46.0648275521016;283.906086660823;0;0;-1;-1;-1
1;86;-53.7758249181517;284.694110306496;0;0;-1;-1;-1
1;87;-61.2407781298624;285.450133216234;0;0;-1;-1;-1
1;88;-68.2192774417982;286.166086112069;0;0;-1;-1;-1
