laneInd;pointInd;x;y;z;isStopLine;arrayJunctionId;arrayTrafficLight;arrayTrafficSign
1;52;340.867600644701;46.5344672271817;0;0;-1;-1;-1
1;53;333.644934705896;49.1719750031062;0;0;-1;-1;-1
1;54;329.585900042017;50.1978013296957;0;0;-1;-1;-1
1;55;320.432464625321;52.4959279981997;0;0;-1;-1;-1
1;56;313.421889555056;54.0617514728087;0;0;-1;-1;-1
1;57;306.520248303083;55.5735843186721;0;0;-1;-1;-1
1;58;299.554312392989;57.0904957553961;0;0;-1;-1;-1
1;59;292.666282524551;58.5864944749979;0;0;-1;-1;-1
1;60;285.642641075488;60.1482231063441;0;0;-1;-1;-1
1;61;278.525250265215;61.7279662973011;0;0;-1;-1;-1
1;62;271.095717838463;63.2979094789715;0;0;-1;-1;-1
1;63;263.973382027354;64.6506683183018;0;0;-1;-1;-1
1;64;256.432230429136;65.8459017220977;0;0;-1;-1;-1
1;65;248.444330520001;66.9248194990389;0;0;-1;-1;-1
1;66;241.65954704599;67.584955057059;0;0;-1;-1;-1
1;67;234.747696266899;68.0796438692626;0;0;-1;-1;-1
1;68;228.100663721418;68.3230641402348;0;0;-1;-1;-1
1;69;221.145535177689;68.0221094301583;0;0;-1;-1;-1
1;70;213.835755486711;66.6442721500875;0;0;-1;-1;-1
1;71;207.592232291451;64.2902652563429;0;0;-1;-1;-1
1;72;202.153709070239;61.2316432218867;0;0;-1;-1;-1
1;73;195.997769352561;56.4135903093717;0;0;-1;-1;-1
1;74;190.804381393504;51.057820176162;0;0;-1;-1;-1
1;75;185.92097756239;45.749200656798;0;0;-1;-1;-1
1;76;181.131511624422;40.6525205698157;0;0;-1;-1;-1
1;77;176.765922461561;36.3087405008024;0;0;-1;-1;-1
1;78;171.683666235188;31.4665714377186;0;0;-1;-1;-1
1;79;166.239066438198;26.4647009469026;0;0;-1;-1;-1
1;80;160.585864067012;21.3419187479219;0;0;-1;-1;-1
1;81;154.927958010207;16.1958075116398;0;0;-1;-1;-1
1;82;149.074821280083;10.8454544214839;0;0;-1;-1;-1
1;83;143.708218951337;5.99359867657516;0;0;-1;-1;-1
1;84;138.415098295754;1.2344638988951;0;0;-1;-1;-1
1;85;133.328061383386;-3.31005725089009;0;0;-1;-1;-1
1;86;127.720751281704;-8.31080152054231;0;0;-1;-1;-1
1;87;122.093459357778;-13.359541442036;0;0;-1;-1;-1
1;88;116.395815173203;-18.5195635483282;0;0;-1;-1;-1
1;89;111.325356328309;-23.1417675254564;0;0;-1;-1;-1
1;90;105.026243267219;-28.8562630042533;0;0;-1;-1;-1
1;91;101.026405127975;-32.483508602705;0;0;-1;-1;-1
1;92;98.5125456976438;-34.7722599028266;0;0;-1;-1;-1
1;93;97.3001018303019;-35.8723058732021;0;0;-1;-1;-1
1;94;93.0042734632984;-39.7698992558857;0;0;-1;-1;-1
1;95;87.7292787025609;-44.5638997830527;0;0;-1;-1;-1
1;96;82.4441019016392;-49.2826609065473;0;1;0;-1;-1
0;26;286.4170057509;-49.2202469563;0;0;-1;-1;-1
0;27;288.663951268;-49.9055410297;0;0;-1;-1;-1
0;28;291.404545812;-50.0471664357;0;0;-1;-1;-1
