laneInd;pointInd;x;y;z;isStopLine;arrayJunctionId;arrayTrafficLight;arrayTrafficSign
1;0;11.4496460043903;-31.6839843962141;0;0;-1;-1;-1
1;1;10.1088923604472;-30.8192778356648;0;0;-1;-1;-1
1;2;9.00679112221607;-29.7545663846908;0;0;-1;-1;-1
1;3;8.15176102992657;-28.3250872958596;0;0;-1;-1;-1
1;4;7.538687324533;-26.3697413821343;0;0;-1;-1;-1
1;5;7.82737497681726;-24.5390496762833;0;0;-1;-1;-1
1;6;8.36724187946696;-22.9699225619422;0;0;-1;-1;-1
1;7;9.15180525400012;-20.7979825897839;0;0;-1;-1;-1
1;8;11.5261336610659;-14.3218488263043;0;0;-1;-1;-1
1;9;13.3025187878979;-10.0531153137976;0;0;-1;-1;-1
1;10;15.1284706143078;-5.73821538675888;0;0;28;-1;-1
1;11;18.6875876465501;2.66349273494727;0;0;-1;-1;-1
1;12;20.2119173400691;6.76052520574467;0;0;-1;-1;-1
1;13;22.6233344490775;13.2623542019574;0;0;-1;-1;-1
1;14;25.2143015159741;20.2502399589443;0;0;-1;-1;-1
1;15;27.9043928515072;27.6280462516227;0;0;-1;-1;-1
1;16;30.3543049772403;34.5207590693456;0;0;-1;-1;-1
1;17;32.7658801692632;41.5246726675256;0;0;-1;-1;-1
1;18;35.1187282068105;48.4914794779474;0;0;-1;-1;-1
1;19;37.5719039911815;55.8510466223008;0;0;-1;-1;-1
1;20;39.3515200457384;60.8328577110221;0;1;3;-1;-1
1;21;40.7530982963698;63.2833521601147;0;0;-1;-1;-1
1;22;42.5698934386435;65.341492905507;0;0;-1;-1;-1
1;23;45.0450995916237;66.8268956939593;0;0;-1;-1;-1
1;24;47.7273306569362;67.3941956943953;0;0;-1;-1;-1
1;25;51.1768456328673;67.7357462032539;0;0;-1;-1;-1
1;26;55.1665423359449;67.697511081389;0;0;-1;-1;-1
1;27;57.9447266289978;67.3563199764875;0;0;-1;-1;-1
1;28;60.5297131905965;67.1034622597937;0;0;-1;-1;-1
1;29;63.1691628847523;67.0160238147208;0;0;-1;-1;-1
1;30;65.9719310421281;67.2162719673093;0;0;-1;-1;-1
1;31;68.5063418914705;67.9779993302178;0;0;-1;-1;-1
1;32;70.028121667338;69.2539208641828;0;0;-1;-1;-1
1;33;71.7966255916711;70.975844731747;0;0;-1;-1;-1
1;34;73.1639686821051;72.7710742553894;0;0;-1;-1;-1
1;35;74.7241526540163;74.997816040082;0;0;-1;-1;-1
1;36;76.5756919228698;77.6725652906607;0;0;-1;-1;-1
1;37;79.0863065954255;81.3350937319705;0;0;-1;-1;-1
1;38;81.4053075599183;84.8361390401065;0;0;-1;-1;-1
1;39;86.3356610292436;92.3145833517704;0;0;-1;-1;-1
1;40;87.1073327592182;94.3783632648442;0;0;-1;-1;-1
