laneInd;pointInd;x;y;z;isStopLine;arrayJunctionId;arrayTrafficLight;arrayTrafficSign
1;0;122.683210960813;-138.90611357553;0;0;-1;-1;-1
1;1;124.544916255584;-138.848867428235;0;0;-1;-1;-1
1;2;126.720915704362;-138.600098240684;0;0;-1;-1;-1
1;3;130.062818312755;-137.736370029164;0;0;-1;-1;-1
1;4;133.592538002705;-135.751584334495;0;0;-1;-1;-1
1;5;139.580975934874;-132.249567723605;0;0;-1;-1;-1
1;6;147.335784992788;-127.603683637765;0;0;-1;-1;-1
1;7;153.990272387239;-123.57313981726;0;0;-1;-1;-1
1;8;160.794793820233;-119.531649726655;0;0;-1;-1;-1
1;9;167.980367611882;-115.308669432653;0;0;-1;-1;-1
1;10;174.414442493748;-111.65277420433;0;0;-1;-1;-1
1;11;179.705721734057;-108.71330027332;0;0;-1;-1;-1
1;12;185.963700349557;-105.281132489283;0;0;-1;-1;-1
1;13;192.869962623076;-101.548430382372;0;0;-1;-1;-1
1;14;199.161501137374;-98.2519042199304;0;0;-1;-1;-1
1;15;205.721173749578;-94.8427180975328;0;0;-1;-1;-1
1;16;212.976997163217;-91.0911081912595;0;0;-1;-1;-1
1;17;218.765492917467;-88.1036288564695;0;0;-1;-1;-1
1;18;225.318511219879;-84.729405835545;0;0;-1;-1;-1
1;19;231.872803045499;-81.3569690586871;0;0;-1;-1;-1
1;20;238.47028247881;-77.9742274652188;0;0;-1;-1;-1
1;21;245.896173828903;-74.1649989365492;0;0;-1;-1;-1
1;22;252.965520702334;-70.5325001064035;0;0;-1;-1;-1
1;23;259.233228119713;-67.3120921055003;0;0;-1;-1;-1
1;24;265.918791902478;-63.8675195009835;0;0;-1;-1;-1
1;25;270.177243405151;-61.6848937064798;0;0;-1;-1;-1
1;26;273.222232477207;-60.1308226726936;0;0;-1;-1;-1
1;27;285.199364436737;-54.0184314482395;0;0;-1;-1;-1
1;28;291.571389428606;-50.7462166498109;0;0;-1;-1;-1
1;29;297.711922284541;-47.5900417182337;0;0;-1;-1;-1
1;30;302.710279194918;-45.0175023994139;0;0;-1;-1;-1
1;31;304.243899443811;-44.2261836382045;0;0;-1;-1;-1
1;32;305.861211536042;-43.3913106402721;0;0;-1;-1;-1
1;33;310.119000800445;-41.1931876738807;0;0;-1;-1;-1
1;34;312.101466463554;-40.1731312118855;0;0;-1;-1;-1
1;35;318.642666735427;-36.8073545666741;0;0;-1;-1;-1
1;36;325.07494854042;-33.5322933800286;0;0;-1;-1;-1
1;37;331.360039800627;-30.3936595684542;0;0;-1;-1;-1
1;38;337.890623387489;-27.0967457692713;0;0;-1;-1;-1
1;39;345.376097642399;-23.1590284854053;0;0;-1;-1;-1
